ID,text,user_followers_count,user_friends_count,user_location
1234,"RT @SoyEllen1: O brilho da Daphne sumindo ao ver que a Kate não era a Edwina
Daphne eu te amo KKKKKKKKKKK
#Bridgerton https://t.co/lKIYrBkiph",1567,1547,Damon Torrance's heart
1235,"RT @quxenz_: ทำไมในซีซั่นนี้มีคนรู้ตัวตนของเลดี้วิสเซิลดาวน์เยอะมาก ในนิยายคอลินเป็นคนที่รู้คนแรก(เล่ม4) สงสัยภาคต่อไปมากว่าจะเป็นไงต่อ ตั้งตารอดูเลย!!
#Bridgerton #bridgertonseason2",182,154,
1236,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,719,875,cadela do will grayson III
1237,RT @Ramillah_Sierra: ในหนังสือคือรัก Edwina มาก เป็นน้องสาวที่เข้าใจพี่สาวและ support พี่สุดๆ แต่พอมาปรับบทเป็นแบบนี้ ก็คือมีมม.ที่ทำให้เกลียดไปเลย เพราะรู้ว่าจะต้องมีคนดูที่ไม่อ่านหนังสือมาก่อน มาเกลียดเคทของชั้น และชิป E&amp;A ซึ่งเป็นอะไรที่ unacceptable มาก #bridgertonseason2 #Bridgerton #Kanthony,182,154,
1238,"RT @chaoticguitar: The way I screamed 😭😭😭

#bridgerton #kanthony #bridgertonspoilers https://t.co/ZdbqwHHRpE",397,1863,coney island
1239,RT @faheyzowa: eu nunca vou superar essa cena #Bridgerton https://t.co/zzx4hYnmn1,797,330,Brasil
1240,I've just watched episode S02 | E05 of Bridgerton! #bridgerton https://t.co/yjL8y2Fj3s #tvtime https://t.co/tG1IVQ22Zm,9498,2771,
1241,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,1638,1063,Recife
1242,Ooooo Colin is a man!!!!! 😍😍😍😍😍😍 #Bridgerton,283,758,USA
1243,"LOL I love Lady Violet Bridgerton! She be RIGHT at her kids 
#Bridgerton",1589,1317,Cheesesteaks & Pretzels
1244,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",1599,599,
1245,"RT @NoContxtBR: Lady Danbury catching Anthony sniffing Kate's scent will forever be funny to me 

#Bridgerton #bridgertonseason2 https://t.co/PNHFpLnmXL",10437,9779,only louis ∙ ela/dela
1246,A DAPHNE PERGUNTANDO SE A KATE É EDWINA PQ O ANTHONY FOI FALAR COM ELA PRIMEIRAMENTE KKKKKKKKK o homem nem sabe fingir #Bridgerton,400,441,k/c-drama • livros • novelas
1247,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",1605,410,
1248,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,2878,572,dolmas | you smell like weed
1249,RT @shondarhimes: Today is the day. #Bridgerton https://t.co/XdsvnRl8lF,426,181,"Kansas, USA"
1250,"RT @bellalafin: #Bridgerton SPOILER
.
.
.
.
.
.
.
.
PORQUE ninguém tá falando sobre como o nome da Kate é KATHANI????? achei a coisa mais LINDA, o jeito que o Anthony olhou pra ela e falou o nome dela.",256,415,Brasil
1251,RT @MenaceandRake: We got our tulips #kanthony #bridgerton https://t.co/ihrwuBr7Ul,557,152,
1252,"RT @_ladyzabella: ""Vem aqui, que agora eu tô mandando, vem meu viscondinho, a sua dona ta chamando""
#Bridgerton https://t.co/jaitfw6Tjf",185,884,Velaris/ Idris/ Terrasen
1253,"RT @NoContxtBR: “Hyacinth, who was now just eleven, had never even been held in her father’s arms. Anthony had tried to fill the gap as best as he could, but he knew he was a very pale comparison.”

#Bridgerton https://t.co/bxGtPD40In",163,313,right where you left me
1254,A BUMBLEBEE?!? #Bridgerton,519,860,"Austin, TX"
1255,RT @jolangfrds: simone ashley as kate sharma is the most perfect casting ever #bridgerton https://t.co/PXoee9xOa1,2070,665,LENI-KIKO 2022 🎀🌸💖
1256,RT @swaying_daisies: Anthony &amp; Kate Bridgerton 💕 #Bridgerton #BridgertonSpoilers #Kanthony #Kathony https://t.co/G1XEJFtOpX,432,1104,brooklyn 99
1257,RT @NoContxtBee: THE GREATEST DYNAMIC OF THE SEASON! #Bridgerton https://t.co/bqBAdAORaz,1036,761,
1258,"“it is because i have never met anyone like you. it is maddening. how much you consume my very being.” HE— 

#Bridgerton https://t.co/oLJBnXRy7B",692,330,"Montreal, Canada"
1259,the way they held back from kissing each other 😭😭😭 #Bridgerton,106,205,Kdrama land
1260,"RT @booksumers: todos concordamos que o benedict chapado foi a melhor coisa dessa temporada né?
#Bridgerton
https://t.co/tibXjEwNL6",1574,1512,Velaris
1261,"RT @nancyswheeIer: “I love you. I’ve loved you from the moment we raced each other in that park. I’ve loved you at every dance, on every walk, every time we’ve been together, and every time we’ve been apart.”

#bridgerton #kanthony https://t.co/5QhoFjBXbs",1860,436,My Crib
1262,RT @NetflixBrasil: O evento do ano começou! 🐝 A 2ª temporada de #Bridgerton já está disponível https://t.co/UI0uHcAjyC,344,321,"Brasil, Brasília"
1263,"RT @_m4nel1: a Daphne nesse mood aqui toda vez que vê o Anthony e a Kate implicando/conversando um com o outro 
#Bridgerton 
#bridgertonseason2 https://t.co/meYMUrRTcl",153,112,"Brasília, Brasil"
1264,"Amando la banda Sonora de #Bridgerton

Paso en bucle desde la temporada 1 cuando necesito inspiración",833,1389,
1265,RT @Kathony1814: All these magnificent women are QUEENS to my eyes 🥺✨ #Bridgerton https://t.co/KQYXbHBuWI,3520,3130,18 | black | she/her
1266,"RT @dianejeffersonc: Bill Clinton on Hillary Clinton’s love for Regé-Jean Page: 

“Hillary kept saying over and over again all night long, ‘He is the most beautiful man I ever saw on television.’ I kept wanting him to get bumped off after a while. It was a brilliant show.” #Bridgerton https://t.co/G0P4cYInLZ",5661,5768,North Carolina & W8 London UK
1267,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,1126,932,ela/dela
1268,"RT @fluffho: Phillip Crane who?? Let me pretend he doesn't exist and this pretty man would be Eloise' husband. THEIR CHEMISTRY!! *chef's kiss* 

#Bridgerton #BridgertonSpoilers https://t.co/GvPk0APyMF",276,245,multiverse madness
1269,"RT @BridGabi: eu já assisti essa cena de kate e anthony casados &amp; sincronizados TANTAS VEZES que chega a ser preocupante

#Bridgerton https://t.co/6ygUv6qxcR",153,112,"Brasília, Brasil"
1270,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",1125,1015,زکواد
1271,"RT @lovebridgerton: O TANTO QUE EU RI DISSO AQUI MEU DEUS
#Bridgerton https://t.co/jpRgioIw2n",1007,588,pemberley
1272,RT @Ramillah_Sierra: ทวิตบ่นสุดท้าย คือพระ-นางเนี่ย ตกหลุมรักกันตั้งแต่แรกพบ และก็เป็นรักเพียงหนึ่งเดียวของทั้งคู่มาโดยตลอด แต่เพราะทิฐิและอีโก้ส่วนตัว เรื่องมันถึงอิรุงตุงนังแบบนี้ ใครที่มาหาว่าเคทชั้นแย่งผู้น้อง หรือผู้ชอบน้องแล้วพส.เป็นก้าง คือกลับไปดูใหม่อีกรอบค่ะ #Bridgerton #bridgertonseason2,182,154,
1273,RT @swaying_daisies: “And that is why I wish to marry you.” ❤️ #Kanthony #Kathony #Bridgerton https://t.co/PRSalKxJnc,2566,4459,
1274,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",432,1104,brooklyn 99
1275,terminei 😭😭 esperei tanto e tive migalhas #bridgerton,120,81,
1276,"RT @rckstributo: spoiler #Bridgerton

Simplesmente fizeram a Kate como uma mulher que mente pra família e esconde coisas delas e fizeram a irmã e mãe brigarem com ela eu tô PUTA https://t.co/DS2xYu6Arc",1007,588,pemberley
1277,My gosh Colin. U’re so naive. Mondrich is tryna save ya ass #Bridgerton #bridgertonseason2,2745,1428,"Naga City, Bicol Region"
1278,"RT @extraord1naryo: SPOILER:

CÓMO QUE LE PROPUSO A LA EDWINA QUEEEEEEEEEE AGARRAME QUE LO MATO A ANTHONY YA, DECIME QUE ES UN SUEÑO LPM #Bridgerton https://t.co/7nLLMfTSuJ",100,196,
1279,"RT @jelevision: it was love at first stride for them

#kanthony #bridgerton https://t.co/mYxZ40Od3S",2711,2678,📚 multifandom
1280,"RT @lovebridgerton: O TANTO QUE EU RI DISSO AQUI MEU DEUS
#Bridgerton https://t.co/jpRgioIw2n",5311,5083,ᴀᴜʙʀᴇʏ ʜᴀʟʟ
1281,acho super compreensivo essa primeira reação CHRIS VAN DUSEN O QUE VOCÊ FEZ COM MEU LIVRO FAVORITO pq a expectativa foi muito grande da adaptação ser mais parecido com o livro #Bridgerton https://t.co/GAFLGR7vKm,1798,950,Kerem'in arkadaşı
1282,"Ivana Alawi
@IvanaAlawi @Netflix_PH
#villabridgerton
#Bridgerton https://t.co/fm7sV00uuj",2019,102,
1283,RT @sarahwclkers: LIKE ARE YOU SERIOUS #Bridgerton https://t.co/sNLpt0at63,1574,1880,new jersey
1284,jonathan bailey is just…. mhm #Bridgerton https://t.co/jMKaCNPQpY,198,187,delaware
1285,RT @swaying_daisies: “It was just evident that there’s something so alive and twinkly in the way that we are anyway. To be able to put that into these two characters was just amazing.” – Jonathan Bailey about his chemistry with Simone Ashley #Bridgerton #kathony 💕 https://t.co/60cKMdANnR,391,91,
1286,"Após 8h40 (com pausas pra trabalho, banheiro, alimentação e deslocamento) terminamos #Bridgerton

Muitas emoções e sentimentos https://t.co/4Fu8CzeoeV",103,103,"Curitiba, Brasil"
1287,RT @BridGabi: o olhar da kate para o anthony nessa cena aqui é a minha religião 🛐 #Bridgerton https://t.co/EPqLm3asY0,432,1104,brooklyn 99
1288,"RT @justaliarr: ""Você é Pen. Você não conta""

Eu já deveria ter superado ele ""rejeitando"" ela nos livros, mas pqp assistir é pior ainda. CRLH COLIN. #Bridgerton https://t.co/qAOqN8YE2l",153,112,"Brasília, Brasil"
1289,RT @BridGabi: o olhar da kate para o anthony nessa cena aqui é a minha religião 🛐 #Bridgerton https://t.co/EPqLm3asY0,416,652,
1290,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",582,570,"Santa Catarina, Brazil"
1291,RT @kathonysslut: Just making out right in front of their family I love them #Bridgerton https://t.co/OUKuKzzVf9,897,1399,
1292,"RT @3stebeland: ""Tenho um compromisso sério sexta-feira""

O compromisso:
#Bridgerton #BridgertonSeason2 https://t.co/VyvYxQtRFV",2878,572,dolmas | you smell like weed
1293,"RT @laraiheart: SPOILER BRIDGERTON 
.
.
.
.
.
.
Eu amei a segunda temporada apesar das mudanças. Assisti com a cabeça aberta e deu tudo certo. 
Mas tem 3 coisas que não gostei muito:
1. Plot Peneloise 
2. Personalidade da Edwina
3. Tempo de tela de Kathony poderia ter sido bem maior #Bridgerton",5521,5937,29.05.2022 !! s-her
1294,kate sharma is so annoying i can’t stand it anymore #Bridgerton,302,455,
1295,The pall mall scene! #Bridgerton #BridgertonS2,113,530,Dante's inferno
1296,"OMG YES NFKA 

#Bridgerton https://t.co/yp1y1Y88hx",2566,4459,
1297,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",2273,2422,ela/dela
1298,"RT @netflixqueue: Queue &amp; A with Simone Ashley on joining the cast of #Bridgerton, how she prepared to play Kate Sharma, her secret talent, and more. 

@bridgerton Season 2 is now streaming, only on @netflix. https://t.co/gQ7nRgtH25",4768,298,hande & kerem 🐻🦋
1299,RT @jonnybaeley: KATE AND ANTHONY BRIDGERTON ARE HAPPILY MARRIED AND IT'S ALL THAT MATTERS 😭😭😭 #Bridgerton https://t.co/56MN6VY9bG,369,254,"kyoto, japan"
1300,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",317,270,
1301,RT @machelanti: it needs to be said #Bridgerton https://t.co/9GdCBZ3lBP,386,219,TX ♐︎ ♐︎ ♐︎
1302,RT @melvitorix: ESSA CENA #Bridgerton https://t.co/I4LR6ThNaQ,153,112,"Brasília, Brasil"
1303,A personalidade do Benedict tá tão fiel a dos livros 🤧 #Bridgerton,109,118,
1304,"Yo viendo a Anthony #Bridgerton buscando esposa y yo aquí tan solita.

#bridgerton2 https://t.co/0aLDzLag65",16067,1428,Hell's Kitchen
1305,it’s the way Daphne instantly knew for me #Bridgerton,197,349,
1306,"GENTE OQ ROLOU????? 
O 
QUE 
ROLOU? 
#Bridgerton",825,1540,Elfhame
1307,"RT @TanoAlessio: #Bridgerton #bridgertonseason2 
the jonas brothers if they were living in the late 1800: https://t.co/A0nMhNQNet",397,1863,coney island
1308,"RT @bridgerton: If stares could speak, we would have an entire series of novels. #Bridgerton Season 2 is now streaming only on Netflix. https://t.co/AL02alss7U",653,1757,"Chicago, IL"
1309,MUDARAM O CARALHO DA CENA DA ABELHA QUE ODIO #Bridgerton,370,390,"Tocantins, Brasil"
1310,"RT @extraord1naryo: SPOILER:

yo cuando anthony yo cuando 
sacó el anillo de se lo dio
compromiso a edwina 

#bridgerton https://t.co/Ys0QJb9ate",100,196,
1311,O Benedict 🥰🥰🥰 #Bridgerton,687,491,
1312,can #Bridgerton just be the kathony show? idc about anyone else anymore. they are top tier. i'm obsessed. they are the moment.,267,359,"42 Wallaby Way, Sydney"
1313,RT @viewyorker: She’s literally the most beautiful person I’ve ever seen #Bridgerton https://t.co/cwmGJ3r6pI,113,789,South Korea
1314,RT @Cynthia27S: Estos dos son los verdaderos enemies to lovers de la temporada 😂 #Bridgerton #Kanthony https://t.co/y403HumPiq,277,131,"Posadas, Córdoba, Andalucía"
1315,"Maybe I’m bitter, maybe I’m tied to the book, but I don’t like this Edwina 🤭

#Bridgerton",1772,793,she/her/hers
1316,"RT @popydsneer: SPOILER BRIDGERTON
.
.
.
.
parece que leram um outro visconde que me amava para adaptar nessa temporada porque a edwina do livro JAMAIS falaria para a kate que elas são apenas meia irmãs. eles conseguiram estragar a relação de irmandade que elas duas tinham
#Bridgerton",1064,933,
1317,"RT @SoyEllen1: O brilho da Daphne sumindo ao ver que a Kate não era a Edwina
Daphne eu te amo KKKKKKKKKKK
#Bridgerton https://t.co/lKIYrBkiph",2878,572,dolmas | you smell like weed
1318,RT @Kathony1814: All these magnificent women are QUEENS to my eyes 🥺✨ #Bridgerton https://t.co/KQYXbHBuWI,1294,1299,City of Angels . . .
1319,"RT @BridGabi: eu já assisti essa cena de kate e anthony casados &amp; sincronizados TANTAS VEZES que chega a ser preocupante

#Bridgerton https://t.co/6ygUv6qxcR",432,1104,brooklyn 99
1320,RT @KateThornley3: Me after bingeing the entire new season in a day #Bridgerton https://t.co/s7ZB2rVKrZ,2070,665,LENI-KIKO 2022 🎀🌸💖
1321,"a edwina dos livros JAMAIS jogaria na cara da kate que elas não são totalmente irmãs, assim como a eloise dos livros JAMAIS diria que desprezava a penelope. simplesmente colocaram esse tipo de palavras pesadas nos dois relacionamentos mais saudáveis da série.

#Bridgerton",5266,4148,
1322,RT @extraord1naryo: lo que me rompió esta escena al ver a anthony aliviado de que kate se despertara pero a la vez con tanto dolor porque casi la pierde #Bridgerton https://t.co/n3Zv631vsx,277,131,"Posadas, Córdoba, Andalucía"
1323,"RT @ladygbson: o melhor de tudo foi a simone e o jonny que conseguiram entregar TUDO como kate e anthony!!!!!! a química de MILHÕES, eles foram perfeitos ❤️ #Bridgerton #bridgertonseason2 https://t.co/34eu26x9Th",102,663,Veneza
1324,😭😭bruh can they just kiss !!! All this tension isn’t necessary #Bridgerton,1473,1042,
1325,Personally I like the version of the book where Edwina had feelings for someone else and wasn’t so angry at Kates love for Anthony. #Bridgerton,277,288,Minnesota
1326,RT @Iotusross: congratulations to these two for being first of their class in chemistry #bridgerton https://t.co/F53ssYUnjc,211,1899,
1327,"RT @2ndhandcoffin: Honestly have mixed feelings about the bee sting scene. I probably would've been ok if I hadn't read the book, but i did so... why? It just feels like it's been changed to make the love triangle ""work"" and I honestly hate it. #Bridgerton",3029,3283,Northern Hemisphere! PNW!
1328,"RT @jelevision: he broke my heart in this scene

the range of emotions jonathan bailey showed - he’s such an immense talent #Bridgerton https://t.co/OmPIByseI6",1109,1767,She/her/elle | 20 🇨🇦
1329,Girl they on here doing shrooms lmfao #Bridgerton,1546,803,Top Side
